Date,Price,Open,High,Low,Vol.,Change %
02/17/2015,17.02,16.21,17.02,16.2,11.67M,5.39%
02/16/2015,16.15,15.82,16.15,15.82,11.89M,3.39%
02/13/2015,15.62,15.99,16.1,15.49,32.41M,-0.45%
02/12/2015,15.69,15.9,15.9,15.42,72.15M,-1.57%
02/11/2015,15.94,16.02,16.02,15.6,42.82M,-0.38%
02/10/2015,16,16,16.04,16,11.28M,0.00%
02/09/2015,16,16.06,16.07,15.87,30.64M,-0.62%
02/06/2015,16.1,16.62,16.99,16.01,39.18M,-7.95%
02/05/2015,17.49,18.41,18.21,17.49,17.40M,-3.42%
02/04/2015,18.11,17.55,18.27,17.29,27.36M,7.80%
02/03/2015,16.8,16.15,16.8,16.15,29.22M,5.00%
02/02/2015,16,16,16.49,16,15.15M,-0.06%
01/30/2015,16.01,16.35,16.17,15.9,59.50M,-0.99%
01/29/2015,16.17,17,17,16.17,23.42M,-4.99%
01/28/2015,17.02,17.11,17.14,17.02,18.69M,-0.53%
01/27/2015,17.11,17.1,17.15,17.1,5.43M,0.06%
01/26/2015,17.1,17.3,17.3,17,12.16M,-2.29%
01/23/2015,17.5,17,17.54,17,4.24M,4.04%
01/22/2015,16.82,17.49,17.1,16.73,3.82M,-1.64%
01/21/2015,17.1,18,17.56,17.1,16.74M,-2.29%
01/20/2015,17.5,18.16,18.16,17.36,35.31M,1.16%
01/19/2015,17.3,17.3,17.3,17.29,15.82M,4.98%
01/16/2015,16.48,15.98,16.48,15.8,18.08M,4.97%
01/15/2015,15.7,16,16,15.6,19.61M,0.64%
01/14/2015,15.6,16.46,16.55,15.6,51.38M,-4.99%
01/13/2015,16.42,16.1,16.76,15.82,8.45M,2.63%
01/12/2015,16,16.08,16.08,15.65,96.29M,-2.62%
01/09/2015,16.43,15.65,16.43,15.22,32.38M,9.53%
01/08/2015,15,15.3,16.06,14.54,29.41M,-2.85%
01/07/2015,15.44,16.25,16.3,15.44,36.61M,-9.71%
01/06/2015,17.1,18,18,17.1,19.18M,-5.00%
01/05/2015,18,18.41,18.5,17.76,33.82M,-2.23%
12/31/2014,18.41,18.98,18.97,18.15,5.67M,-3.11%
12/30/2014,19,19.79,19.79,19,29.69M,-4.28%
12/29/2014,19.85,19.6,20,19.26,52.82M,1.95%
12/24/2014,19.47,19.57,20.01,19.4,11.76M,-0.15%
12/23/2014,19.5,18.87,19.81,18.87,57.16M,8.45%
12/22/2014,17.98,17.13,17.98,17.98,7.72M,10.17%
12/19/2014,16.32,15.55,16.32,16,12.32M,6.18%
12/18/2014,15.37,15.49,15.69,14.73,17.82M,-1.60%
12/17/2014,15.62,16,16,15.62,17.34M,-4.99%
12/16/2014,16.44,17.3,17,16.44,18.23M,-3.41%
12/15/2014,17.02,17.15,17.3,17.02,27.05M,-1.33%
12/12/2014,17.25,17.5,17.99,17.17,9.94M,-1.32%
12/11/2014,17.48,18.2,18.2,17.48,27.08M,-5.00%
12/10/2014,18.4,18.1,18.49,18.07,16.89M,0.38%
12/09/2014,18.33,18.52,18.55,18.01,12.40M,-0.92%
12/08/2014,18.5,18.75,18.76,18.4,10.76M,-1.44%
12/05/2014,18.77,19.75,19.21,18.77,18.16M,-1.78%
12/04/2014,19.11,19.99,20,19.1,19.72M,0.00%
12/03/2014,19.11,19.65,19.65,19.06,5.91M,-1.85%
12/02/2014,19.47,20.45,20.45,19.47,7.87M,-4.23%
12/01/2014,20.33,20.8,20.51,20.07,7.24M,-0.93%
11/28/2014,20.52,20.85,20.85,20.32,25.53M,-1.82%
11/27/2014,20.9,20.85,21.44,20.85,65.86M,0.24%
11/26/2014,20.85,20.85,20.92,20.6,149.71M,0.00%
11/25/2014,20.85,20.62,20.9,20.62,65.57M,0.48%
11/24/2014,20.75,20.85,20.95,20.61,37.42M,-0.95%
11/21/2014,20.95,20.86,20.98,20.75,14.90M,-0.24%
11/20/2014,21,20.9,21,20.75,11.78M,-0.33%
11/19/2014,21.07,21,21.07,21,16.28M,0.33%
11/18/2014,21,20.9,21,20.9,17.23M,0.24%
11/17/2014,20.95,20.6,21,20.6,18.25M,0.72%
11/14/2014,20.8,21,21,20.49,54.06M,0.97%
11/13/2014,20.6,21.24,21.05,20.56,46.35M,-1.90%
11/12/2014,21,21.15,21.15,21,18.94M,-0.33%
11/11/2014,21.07,20.9,21.55,21.07,12.60M,0.33%
11/10/2014,21,20.44,21.12,20.39,14.58M,4.43%
11/07/2014,20.11,19.6,20.15,19,70.20M,-1.90%
11/06/2014,20.5,21,21,19.95,124.79M,-2.38%
11/05/2014,21,21.89,21.35,20.81,14.66M,-3.05%
11/04/2014,21.66,22.79,22.37,21.66,16.11M,-2.70%
11/03/2014,22.26,21.2,22.26,21.7,9.56M,5.00%
10/31/2014,21.2,21.25,21.6,21,11.32M,0.95%
10/30/2014,21,21.95,21.93,21,6.78M,-4.55%
10/29/2014,22,22.25,22,21.26,28.61M,0.00%
10/28/2014,22,22.75,22.75,21.78,15.63M,-3.30%
10/27/2014,22.75,23,22.8,22.2,19.16M,0.71%
10/24/2014,22.59,22.99,22.74,22.3,15.69M,-0.09%
10/23/2014,22.61,22.9,22.78,22.61,38.53M,0.04%
10/22/2014,22.6,22.2,22.6,22.2,4.66M,1.80%
10/21/2014,22.2,22.02,22.35,22.11,7.17M,0.91%
10/20/2014,22,21.08,22.13,21.4,19.72M,2.80%
10/17/2014,21.4,21.02,21.6,21.32,14.29M,1.52%
10/16/2014,21.08,22,22,21.06,77.35M,-4.62%
10/15/2014,22.1,21.38,22.4,20.7,33.36M,3.37%
10/14/2014,21.38,22.35,22.35,21.38,15.83M,-4.98%
10/13/2014,22.5,22.75,22.9,22.5,14.49M,-1.32%
10/10/2014,22.8,23.88,23.52,22.69,19.77M,-3.02%
10/09/2014,23.51,24.1,24.1,23.51,36.85M,-2.61%
10/08/2014,24.14,24.6,24.51,24.01,27.38M,-0.66%
10/03/2014,24.3,24.3,24.49,24,26.32M,-0.78%
10/02/2014,24.49,24.89,24.7,24,49.09M,-0.04%
09/30/2014,24.5,24.6,24.7,24.19,51.61M,0.41%
09/29/2014,24.4,24,24.46,24,27.45M,1.67%
09/26/2014,24,24.5,24,23.95,4.10M,-0.21%
09/25/2014,24.05,24.89,24.1,24,18.73M,0.21%
09/24/2014,24,24.34,24.45,23.8,21.42M,0.84%
09/23/2014,23.8,24.28,24.3,23.8,18.83M,-3.64%
09/22/2014,24.7,24.8,24.7,24.4,9.84M,0.20%
09/19/2014,24.65,24.43,24.65,24.41,7.13M,0.20%
09/18/2014,24.6,24.77,24.6,24.3,17.18M,1.44%
09/17/2014,24.25,24.11,24.35,24.07,16.83M,0.21%
09/16/2014,24.2,24.4,24.3,24.2,11.07M,0.00%
09/15/2014,24.2,24.84,24.5,24.1,11.13M,-1.63%
09/12/2014,24.6,24.13,24.6,24,26.98M,2.50%
09/11/2014,24,24,24.04,23.91,15.35M,0.00%
09/10/2014,24,24.21,24,23.9,6.24M,0.00%
09/09/2014,24,24.19,24.3,23.85,9.81M,-0.87%
09/08/2014,24.21,24.05,24.25,24.05,9.46M,-0.16%
09/05/2014,24.25,24.21,24.35,24.16,18.53M,0.21%
09/04/2014,24.2,24.2,24.25,24.19,3.53M,0.04%
09/03/2014,24.19,24.4,24.5,24.16,4.87M,-1.67%
09/02/2014,24.6,24.2,24.69,24.44,13.35M,2.46%
09/01/2014,24.01,24.6,24.6,24.01,7.12M,-2.40%
08/29/2014,24.6,24.67,24.9,24.41,11.01M,-0.61%
08/28/2014,24.75,24.3,24.8,24.3,8.86M,1.85%
08/27/2014,24.3,24.3,24.3,24.1,5.18M,0.21%
08/26/2014,24.25,24.4,24.4,24.25,2.99M,-0.21%
08/25/2014,24.3,24.5,24.5,24.3,1.52M,-1.62%
08/22/2014,24.7,24.6,24.8,24.52,3.96M,-1.12%
08/21/2014,24.98,24.3,24.99,24.38,7.92M,1.96%
08/20/2014,24.5,24.5,24.55,24.32,4.93M,0.00%
08/19/2014,24.5,24.11,24.6,24.11,32.66M,1.66%
08/18/2014,24.1,24.1,24.19,24.04,16.14M,0.84%
08/15/2014,23.9,24.25,24.25,23.8,14.73M,-1.04%
08/14/2014,24.15,24.4,24.45,24.15,10.37M,-0.78%
08/13/2014,24.34,24.5,24.51,24.25,12.43M,-1.02%
08/12/2014,24.59,24.9,24.99,24.5,7.90M,-1.24%
08/11/2014,24.9,25,25,24.9,4.08M,-0.40%
08/08/2014,25,25,25.01,24.9,9.78M,0.04%
08/07/2014,24.99,25.1,25.1,24.89,34.38M,-0.44%
08/06/2014,25.1,25,25.2,25,40.32M,0.40%
08/05/2014,25,25,25.45,25,12.34M,0.00%
08/04/2014,25,25.06,25.08,24.78,10.69M,-0.24%
08/01/2014,25.06,25,25.07,25,18.49M,-0.08%
07/31/2014,25.08,25.25,25.6,24.32,22.12M,-2.03%
07/30/2014,25.6,25.15,25.8,25,31.34M,1.47%
07/25/2014,25.23,25,25.3,24.8,11.08M,1.12%
07/23/2014,24.95,25,25,24.9,2.58M,-0.20%
07/22/2014,25,25.2,25.02,24.85,4.83M,0.20%
07/21/2014,24.95,25.22,25.22,24.95,7.54M,-1.07%
07/18/2014,25.22,25.25,25.3,25.2,4.21M,0.08%
07/17/2014,25.2,25.21,25.25,25.19,16.52M,0.00%
07/16/2014,25.2,25.1,25.4,25.01,7.24M,0.16%
07/15/2014,25.16,25.15,25.2,25.04,5.84M,0.04%
07/14/2014,25.15,25,25.15,25,8.43M,0.56%
07/11/2014,25.01,25.3,25.3,25.01,5.77M,-1.15%
07/10/2014,25.3,25.3,25.32,25.23,9.13M,0.40%
07/09/2014,25.2,25.06,25.3,25.06,8.88M,-0.40%
07/08/2014,25.3,25.13,25.35,25.01,26.98M,0.00%
07/07/2014,25.3,25.2,25.59,25.2,10.13M,0.80%
07/04/2014,25.1,25.2,25.2,25.01,2.70M,-0.04%
07/03/2014,25.11,25,25.15,24.9,65.02M,-0.16%
07/02/2014,25.15,25.4,25.45,25.15,12.13M,-1.37%
07/01/2014,25.5,24.91,25.5,24.91,28.81M,1.80%
06/30/2014,25.05,25,25.17,24.98,10.67M,0.20%
06/27/2014,25,24.99,25.3,24.73,11.33M,0.00%
06/26/2014,25,24.4,25.1,24.83,8.40M,0.00%
06/25/2014,25,24.75,25,24.4,28.89M,0.00%
06/24/2014,25,24.7,25.03,24.4,19.89M,1.21%
06/23/2014,24.7,23.94,24.7,23.9,12.22M,3.78%
06/20/2014,23.8,24.2,24.3,23.8,10.24M,-0.83%
06/19/2014,24,24.75,24.79,23.66,16.77M,-3.23%
06/18/2014,24.8,24.89,24.89,24.38,6.93M,-0.40%
06/17/2014,24.9,25,25.08,24.63,17.46M,-1.15%
06/16/2014,25.19,25.2,25.3,25,4.36M,-0.43%
06/13/2014,25.3,25.3,25.4,25.28,13.17M,0.00%
06/12/2014,25.3,25.3,25.3,25.13,7.01M,0.00%
06/11/2014,25.3,25.3,25.4,25.24,9.42M,0.40%
06/10/2014,25.2,25.1,25.2,25.1,13.41M,0.80%
06/09/2014,25,25,25.2,25,11.28M,0.00%
06/06/2014,25,25.06,25.1,24.95,6.91M,-0.08%
06/05/2014,25.02,24.82,25.45,24.82,118.57M,0.08%
06/04/2014,25,24.54,25.15,24.51,24.84M,1.83%
06/03/2014,24.55,25.2,25.2,24.55,23.51M,-1.84%
06/02/2014,25.01,24.56,25.41,25,25.79M,-1.54%
05/30/2014,25.4,24.2,25.41,24.3,73.13M,5.70%
05/28/2014,24.03,23.5,24.1,23.5,255.64M,2.87%
05/27/2014,23.36,23.17,23.5,23.17,36.53M,1.08%
05/26/2014,23.11,23.16,23.16,23.11,1.63M,-1.28%
05/23/2014,23.41,23.12,23.48,23.11,7.20M,0.69%
05/22/2014,23.25,23,23.25,23,8.30M,1.53%
05/21/2014,22.9,23.3,23.5,22.9,217.91M,-1.72%
05/20/2014,23.3,23,23.3,22.96,31.10M,1.35%
05/19/2014,22.99,22.95,23.25,22.73,29.68M,0.17%
05/16/2014,22.95,23.3,23.3,22.91,6.10M,-2.34%
05/15/2014,23.5,23.34,23.5,23.32,29.16M,0.86%
05/14/2014,23.3,22.85,23.3,22.85,59.77M,1.70%
05/13/2014,22.91,22.8,22.92,22.75,14.49M,0.75%
05/12/2014,22.74,22.63,22.84,22.6,14.11M,0.49%
05/09/2014,22.63,23,23,22.4,54.01M,-1.61%
05/08/2014,23,22.6,23,22.6,17.76M,0.44%
05/07/2014,22.9,22.35,22.9,22.37,2.94M,1.78%
05/06/2014,22.5,22.2,22.5,22.2,4.12M,-0.22%
05/05/2014,22.55,22.5,22.6,22.5,3.36M,-0.66%
05/02/2014,22.7,22.1,23.15,22.56,40.95M,0.00%
04/30/2014,22.7,21.75,22.9,21.75,20.32M,3.56%
04/29/2014,21.92,22,22,21.7,23.15M,-1.22%
04/28/2014,22.19,21.96,22.45,21.97,4.37M,-0.72%
04/25/2014,22.35,23.5,23.5,22.35,14.45M,-4.89%
04/24/2014,23.5,23,23.74,23.14,130.73M,1.29%
04/23/2014,23.2,22.98,23.25,22.98,46.05M,0.91%
04/22/2014,22.99,22.3,23,22.3,14.85M,2.18%
04/17/2014,22.5,22,22.5,22,12.73M,0.36%
04/16/2014,22.42,22.1,22.8,22.1,27.38M,1.45%
04/15/2014,22.1,21.7,22.14,21.7,22.50M,1.84%
04/14/2014,21.7,21.84,21.84,21.4,9.73M,0.00%
04/11/2014,21.7,21.4,21.7,21.21,9.48M,2.12%
04/10/2014,21.25,22,22.03,20.9,29.70M,-3.85%
04/09/2014,22.1,21.75,22.1,21.88,46.79M,1.61%
04/08/2014,21.75,20.72,21.75,21.1,63.91M,3.57%
04/07/2014,21,21.29,21.4,20.74,68.14M,0.82%
04/04/2014,20.83,20.56,21.3,20.45,11.09M,-2.66%
04/03/2014,21.4,21,21.4,21,10.99M,0.09%
04/02/2014,21.38,21.39,21.38,20.91,37.33M,2.05%
04/01/2014,20.95,20,20.95,19.88,40.61M,4.75%
03/31/2014,20,19.79,20,19.75,17.48M,2.04%
03/28/2014,19.6,19.75,19.76,19.6,7.58M,0.00%
03/27/2014,19.6,19.79,19.8,19.5,43.02M,-0.51%
03/26/2014,19.7,20.05,20.11,19.65,18.23M,-2.04%
03/25/2014,20.11,20.15,20.59,20,41.35M,-0.20%
03/24/2014,20.15,20.98,20.5,20.05,17.11M,-8.41%
03/21/2014,22,21.4,22.05,21.05,56.42M,5.82%
03/20/2014,20.79,21.3,21.4,20.71,25.62M,1.37%
03/19/2014,20.51,20.85,20.8,20.5,71.95M,0.05%
03/18/2014,20.5,21,21.1,20.5,17.04M,-4.12%
03/17/2014,21.38,21.59,21.41,20.6,16.04M,0.00%
03/14/2014,21.38,22.5,22,21.38,15.05M,-3.17%
03/13/2014,22.08,22.4,22.6,22.08,9.20M,-2.17%
03/12/2014,22.57,22,22.9,22.02,19.70M,2.64%
03/11/2014,21.99,21.91,22.7,21.64,34.06M,1.81%
03/10/2014,21.6,21.45,21.6,21.4,8.96M,0.70%
03/07/2014,21.45,21.4,21.45,21.28,10.95M,0.00%
03/06/2014,21.45,21.38,21.45,21,47.13M,0.23%
03/05/2014,21.4,20.8,21.4,20.9,56.03M,0.52%
03/04/2014,21.29,21,21.6,20.81,75.91M,1.72%
03/03/2014,20.93,20.6,20.93,20.5,33.01M,2.10%
02/28/2014,20.5,20.16,20.5,20.32,73.17M,-0.49%
02/27/2014,20.6,20.5,20.65,20.5,22.51M,-1.86%
02/26/2014,20.99,21.8,21.7,20.71,25.59M,-1.22%
02/25/2014,21.25,20.99,21.9,20.9,29.39M,3.41%
02/24/2014,20.55,20,20.95,19.75,20.59M,3.27%
02/21/2014,19.9,19.95,20.06,19.67,15.37M,-0.45%
02/20/2014,19.99,20.7,20.8,19.67,69.06M,-3.89%
02/19/2014,20.8,21,21,20.71,20.67M,0.48%
02/18/2014,20.7,21.4,20.91,20.56,42.98M,0.98%
02/17/2014,20.5,20.66,21.18,19.96,55.58M,1.99%
02/14/2014,20.1,20.64,20.1,19.61,44.53M,-0.54%
02/13/2014,20.21,21.2,21.2,20.14,46.05M,-3.53%
02/12/2014,20.95,21.34,21.34,20.43,28.99M,-1.37%
02/11/2014,21.24,22.35,22.1,21.24,26.49M,-2.57%
02/10/2014,21.8,22.9,22,21.77,34.68M,-1.93%
02/07/2014,22.23,23.39,22.99,22.23,22.69M,-3.35%
02/06/2014,23,23,23.03,22.98,17.55M,0.00%
02/05/2014,23,23,23.01,22.9,25.86M,0.00%
02/04/2014,23,23.15,23.4,22.72,41.66M,-2.13%
02/03/2014,23.5,23.35,23.51,23.33,74.47M,0.86%
01/31/2014,23.3,23.2,23.5,23.2,8.51M,1.30%
01/30/2014,23,23,23,22.5,11.41M,0.00%
01/29/2014,23,23,23,22.5,11.41M,0.00%
01/28/2014,23,23.87,23.87,22.93,48.66M,-1.71%
01/27/2014,23.4,24.01,24.29,22.85,30.96M,-4.88%
01/24/2014,24.6,25.49,25.7,24.22,41.76M,-3.53%
01/23/2014,25.5,24.5,25.5,24.5,17.62M,4.72%
01/22/2014,24.35,24,24.35,22.81,21.10M,-3.03%
01/21/2014,25.11,25.6,25.48,25,14.37M,1.01%
01/20/2014,24.86,25.9,25.9,24.86,13.75M,-1.00%
01/17/2014,25.11,25,25.11,25,12.75M,0.44%
01/16/2014,25,23.91,25,24,26.06M,4.12%
01/15/2014,24.01,23.85,24.2,23.79,13.40M,2.56%
01/13/2014,23.41,23.94,23.45,23.25,26.99M,0.91%
01/10/2014,23.2,23.78,23.5,23.14,19.08M,0.26%
01/09/2014,23.14,23,23.3,22.7,19.57M,1.94%
01/08/2014,22.7,23.7,23.04,22.54,29.31M,-2.91%
01/07/2014,23.38,24.6,24.21,23.37,20.19M,-3.43%
01/06/2014,24.21,25.48,25,24.21,5.71M,-3.55%
01/03/2014,25.1,25.02,25.2,25,16.62M,0.40%
01/02/2014,25,26.2,26.2,24.9,16.02M,-8.76%
12/31/2013,27.4,26.11,27.4,25,18.36M,10.17%
12/30/2013,24.87,23.69,24.87,23.49,5.14M,5.83%
12/27/2013,23.5,23.05,23.5,23.05,20.58M,1.73%
12/24/2013,23.1,23.1,23.35,23.05,10.75M,-0.17%
12/23/2013,23.14,22.9,23.14,22.9,5.70M,1.05%
12/20/2013,22.9,23.15,23,22.88,8.18M,-1.76%
12/19/2013,23.31,22.2,23.31,21.85,8.51M,6.15%
12/18/2013,21.96,21.68,22.35,21.68,29.97M,2.14%
12/17/2013,21.5,21.5,21.55,21.5,7.91M,1.37%
12/16/2013,21.21,21.14,21.85,21.21,17.11M,-2.93%
12/13/2013,21.85,21.25,21.95,21.49,18.34M,1.39%
12/12/2013,21.55,21.5,21.63,21.21,12.38M,0.23%
12/11/2013,21.5,21.37,21.51,21.37,18.59M,0.61%
12/10/2013,21.37,21.1,21.4,21,24.89M,-0.09%
12/09/2013,21.39,21.49,21.49,21,28.48M,0.90%
12/06/2013,21.2,21.5,21.29,21.11,7.93M,-0.47%
12/05/2013,21.3,21.27,21.3,21.02,19.54M,-0.93%
12/04/2013,21.5,21.39,21.9,21.27,58.90M,0.94%
12/03/2013,21.3,21.2,21.4,21.22,62.16M,-0.28%
12/02/2013,21.36,21.15,21.4,21.15,19.09M,0.28%
11/29/2013,21.3,21.02,21.3,21.02,16.54M,0.14%
11/28/2013,21.27,21.07,21.35,21.09,13.69M,-0.37%
11/27/2013,21.35,21.1,21.35,21,58.77M,0.61%
11/26/2013,21.22,21.3,21.3,21.01,22.20M,0.05%
11/25/2013,21.21,21.32,21.32,21.18,13.50M,0.14%
11/22/2013,21.18,21.2,21.2,21.17,2.79M,-0.09%
11/21/2013,21.2,21.09,21.3,21.09,5.04M,-0.47%
11/20/2013,21.3,21.39,21.4,21.3,18.96M,-0.42%
11/19/2013,21.39,21.29,21.4,21.29,7.02M,0.42%
11/18/2013,21.3,21.1,21.4,21.02,41.95M,0.24%
11/15/2013,21.25,21.2,21.29,21.01,7.55M,-0.14%
11/14/2013,21.28,21.24,21.3,21.24,22.53M,1.29%
11/13/2013,21.01,21.35,21.35,21,45.87M,-1.36%
11/12/2013,21.3,21.35,21.35,21.27,3.43M,-0.93%
11/11/2013,21.5,21.69,21.5,21.05,6.29M,0.99%
11/08/2013,21.29,21.5,21.5,21.14,26.44M,-0.75%
11/07/2013,21.45,21.65,21.68,21.21,39.43M,-1.06%
11/06/2013,21.68,21.44,21.7,21.5,91.61M,-0.05%
11/05/2013,21.69,21.11,21.7,21.3,6.20M,1.83%
11/04/2013,21.3,21.35,21.35,21.05,29.86M,0.00%
11/01/2013,21.3,21.3,21.35,21.2,17.53M,-1.11%
10/31/2013,21.54,21.05,21.85,21,43.40M,2.52%
10/30/2013,21.01,21,21.33,20.75,18.67M,-0.90%
10/29/2013,21.2,21.36,21.5,21.02,9.77M,-1.17%
10/28/2013,21.45,21.5,21.5,21.2,5.31M,-1.15%
10/25/2013,21.7,21.85,21.89,21.46,6.06M,-0.23%
10/24/2013,21.75,21.65,21.75,21.46,6.75M,1.54%
10/23/2013,21.42,21.91,21.91,21.39,10.26M,-0.60%
10/22/2013,21.55,21.85,22.01,21.55,11.03M,-1.46%
10/21/2013,21.87,22,22.08,21.85,60.53M,-0.77%
10/18/2013,22.04,21.4,22.1,21.76,110.48M,1.90%
10/17/2013,21.63,21.5,21.89,21.5,18.09M,-0.96%
10/14/2013,21.84,21.3,21.88,20.84,30.79M,1.53%
10/11/2013,21.51,20.9,21.58,20.9,27.44M,3.31%
10/10/2013,20.82,20.7,20.98,20.79,10.47M,-1.65%
10/09/2013,21.17,20.26,21.26,20.25,10.44M,4.54%
10/08/2013,20.25,20.2,20.4,20.2,9.58M,0.25%
10/07/2013,20.2,20.19,20.22,20.15,12.38M,0.10%
10/04/2013,20.18,20,20.18,20.03,6.79M,0.85%
10/03/2013,20.01,20,20.19,20,74.81M,0.05%
10/02/2013,20,20,20.25,20,61.75M,0.05%
09/30/2013,19.99,20,20.1,19.92,23.59M,0.45%
09/27/2013,19.9,19.9,19.99,19.9,3.13M,0.00%
09/26/2013,19.9,19.92,20,19.87,18.41M,1.02%
09/25/2013,19.7,19.98,19.98,19.7,1.61M,-1.50%
09/24/2013,20,20,20.02,19.73,35.58M,0.00%
09/23/2013,20,19.87,20,19.52,3.58M,0.50%
09/20/2013,19.9,19.9,19.9,19.8,7.66M,0.00%
09/19/2013,19.9,19.5,20,19.5,21.56M,2.31%
09/18/2013,19.45,19.3,19.5,19.3,20.52M,0.52%
09/17/2013,19.35,19.58,19.58,19.35,3.94M,-1.33%
09/16/2013,19.61,19.5,19.62,19.5,3.00M,-0.20%
09/13/2013,19.65,19.65,19.69,19.56,14.34M,1.13%
09/12/2013,19.43,19.6,19.65,19.43,6.89M,-1.82%
09/11/2013,19.79,19.45,19.79,19.42,14.81M,2.01%
09/10/2013,19.4,19.51,19.51,19.4,2.58M,-0.82%
09/09/2013,19.56,19.58,19.7,19.56,4.24M,0.31%
09/06/2013,19.5,19.61,19.61,19.5,12.59M,-0.56%
09/05/2013,19.61,19.79,19.85,19.61,19.76M,-1.21%
09/04/2013,19.85,19.85,19.9,19.71,13.29M,0.00%
09/03/2013,19.85,19.9,19.9,19.85,2.15M,0.00%
09/02/2013,19.85,20,20,19.76,15.93M,0.71%
08/30/2013,19.71,19.59,19.85,19.59,6.86M,0.56%
08/29/2013,19.6,19.61,19.61,19.23,11.41M,-0.25%
08/28/2013,19.65,20,20,19.65,6.89M,-0.86%
08/27/2013,19.82,20,20,19.82,13.27M,-0.90%
08/26/2013,20,20.1,20.12,19.95,6.98M,-0.70%
08/23/2013,20.14,20.13,20.24,20.13,5.21M,0.20%
08/22/2013,20.1,19.92,20.3,19.9,30.54M,1.01%
08/21/2013,19.9,20,20.03,19.76,23.97M,-0.50%
08/20/2013,20,20.5,20.5,19.98,11.08M,-4.72%
08/19/2013,20.99,20.61,20.99,20.11,5.54M,0.72%
08/16/2013,20.84,20.99,21,20.5,5.94M,-0.53%
08/15/2013,20.95,21,21.05,20.8,27.87M,-0.24%
08/14/2013,21,21,21.1,20.96,246.06M,0.00%
08/13/2013,21,21.25,21.27,20.99,43.92M,-1.32%
08/12/2013,21.28,21.12,21.37,21,7.97M,0.81%
08/07/2013,21.11,21.1,21.2,21.05,22.33M,0.05%
08/06/2013,21.1,21.02,21.4,20.76,33.38M,0.38%
08/05/2013,21.02,20.93,21.1,20.8,6.93M,0.43%
08/02/2013,20.93,20.35,21,20.22,16.90M,3.61%
08/01/2013,20.2,19.7,20.2,19.7,20.60M,2.28%
07/31/2013,19.75,20.01,20.06,19.62,11.63M,-1.25%
07/30/2013,20,20.48,20.94,20,18.46M,-0.25%
07/29/2013,20.05,20,20.24,19.9,10.50M,3.08%
07/26/2013,19.45,20,20.1,19.32,13.24M,-1.47%
07/25/2013,19.74,20.3,20.3,19.71,6.87M,-1.30%
07/24/2013,20,21.5,21.5,19.72,20.27M,-5.53%
07/23/2013,21.17,21.31,21.31,21,12.82M,-1.07%
07/22/2013,21.4,21.13,21.5,21.13,9.39M,-0.93%
07/19/2013,21.6,21.5,21.6,21.5,20.83M,0.47%
07/18/2013,21.5,21.69,21.69,21.38,8.79M,0.47%
07/17/2013,21.4,21.5,21.6,21.2,9.42M,-0.33%
07/16/2013,21.47,21.3,21.49,21.1,23.04M,2.24%
07/15/2013,21,20.99,21.1,20.99,10.91M,1.01%
07/12/2013,20.79,20.73,20.79,20.51,4.86M,2.36%
07/11/2013,20.31,20.5,20.55,20.31,20.01M,0.05%
07/10/2013,20.3,20.46,20.47,20.11,9.20M,-0.73%
07/09/2013,20.45,20.9,20.9,20.45,5.49M,0.74%
07/08/2013,20.3,20.8,20.8,20.18,4.79M,-1.93%
07/05/2013,20.7,20.48,21.1,20.2,16.44M,1.32%
07/04/2013,20.43,20.1,20.65,20.1,8.07M,2.61%
07/03/2013,19.91,20.25,20.25,19.91,2.27M,-1.68%
07/02/2013,20.25,20,20.4,19.91,16.76M,2.74%
07/01/2013,19.71,19.8,19.8,19.7,2.60M,-0.45%
06/28/2013,19.8,20,20,19.8,21.75M,1.02%
06/27/2013,19.6,19.05,20,19.05,34.31M,4.26%
06/26/2013,18.8,19,19.46,18.8,92.85M,5.15%
06/25/2013,17.88,19.85,19.9,17.8,41.97M,-6.39%
06/24/2013,19.1,20,20.11,19,13.25M,-5.54%
06/21/2013,20.22,20.65,20.7,20.22,53.85M,-2.32%
06/20/2013,20.7,20.9,20.99,20.5,27.16M,-1.94%
06/19/2013,21.11,20.9,21.45,20.9,30.52M,1.00%
06/18/2013,20.9,20,20.92,20,20.16M,4.50%
06/17/2013,20,20.49,20.5,19.76,15.85M,-2.39%
06/14/2013,20.49,20.9,21.8,20.3,14.75M,-1.96%
06/13/2013,20.9,22,22.24,20.25,20.89M,-6.07%
06/12/2013,22.25,22.7,22.8,22.11,16.71M,-2.41%
06/11/2013,22.8,22.51,22.85,22.41,24.03M,0.04%
06/10/2013,22.79,22.79,22.95,22.51,28.27M,-0.04%
06/07/2013,22.8,22.5,22.8,22.41,46.01M,1.33%
06/06/2013,22.5,22.4,22.5,22.35,39.10M,0.45%
06/05/2013,22.4,22.2,22.54,22.2,31.09M,0.22%
06/04/2013,22.35,22.3,22.41,22.2,46.14M,0.00%
06/03/2013,22.35,22.7,22.94,22,15.01M,0.68%
05/31/2013,22.2,22.6,22.6,22.15,12.56M,-2.63%
05/30/2013,22.8,23,23,22.57,13.36M,0.88%
05/28/2013,22.6,22.7,22.77,22.51,27.11M,-0.44%
05/27/2013,22.7,22.75,22.75,22.65,5.75M,-0.22%
05/24/2013,22.75,22.2,23,22.2,15.69M,2.94%
05/23/2013,22.1,22.19,22.2,22.08,56.40M,0.00%
