Date,Price,Open,High,Low,Vol.,Change %
05/11/2020,15.05,15.4,15.2,15,12.27M,-2.27%
05/08/2020,15.4,15.2,15.4,15.05,14.71M,1.32%
05/07/2020,15.2,15.8,15.7,14.8,75.90M,-3.80%
05/06/2020,15.8,14.85,16,14.95,63.39M,6.40%
05/05/2020,14.85,14.35,14.9,14.3,40.31M,3.48%
05/04/2020,14.35,14.3,14.5,14.2,22.85M,0.35%
04/30/2020,14.3,14.7,14.85,14,25.55M,-2.72%
04/29/2020,14.7,14.85,14.95,14.7,21.72M,-1.01%
04/28/2020,14.85,14.2,14.95,14.3,27.05M,4.58%
04/27/2020,14.2,14.05,14.4,14.2,5.91M,1.07%
04/24/2020,14.05,13.9,14.3,13.95,10.95M,1.08%
04/23/2020,13.9,13.75,14,13.65,19.38M,1.09%
04/22/2020,13.75,13.05,13.8,13.45,30.96M,5.36%
04/21/2020,13.05,14.15,14,13,52.20M,-7.77%
04/20/2020,14.15,15,15,14.1,26.03M,-5.67%
04/17/2020,15,14.35,15.3,13.85,29.90M,4.53%
04/16/2020,14.35,15.9,15.9,14.35,84.56M,-9.75%
04/15/2020,15.9,14.45,15.9,14.45,72.10M,9.66%
04/14/2020,14.5,14,14.75,13.7,35.59M,3.57%
04/09/2020,14,13.25,14,13.05,28.28M,5.66%
04/08/2020,13.25,12.95,13.25,12.9,30.29M,2.32%
04/07/2020,12.95,12.05,13,12.25,28.58M,7.47%
04/06/2020,12.05,11.9,12.15,12,32.53M,1.26%
04/03/2020,11.9,11.75,11.95,11.1,27.75M,8.18%
04/02/2020,11,11.4,11.35,10.95,100.83M,-3.51%
04/01/2020,11.4,11.7,11.85,11.35,38.67M,-2.56%
03/31/2020,11.7,11.95,12.1,11.65,29.65M,-2.09%
03/30/2020,11.95,12.6,12.1,11.45,48.19M,-5.16%
03/27/2020,12.6,12.6,12.8,12.3,42.87M,4.13%
03/26/2020,12.1,11.75,12.15,11.95,40.60M,2.98%
03/25/2020,11.75,10.95,11.95,11.4,44.70M,7.31%
03/24/2020,10.95,10.7,11.05,10.75,77.91M,2.34%
03/23/2020,10.7,11.85,11.85,10.7,120.46M,-9.70%
03/20/2020,11.85,12.15,12.35,11.8,95.40M,-2.47%
03/19/2020,12.15,13.5,13.5,12.15,118.45M,-10.00%
03/18/2020,13.5,13.5,13.85,13.05,147.01M,0.00%
03/17/2020,13.5,12.8,13.7,13.05,173.94M,5.47%
03/16/2020,12.8,12,13.05,11.25,133.17M,7.56%
03/13/2020,11.9,11,11.9,10.95,161.14M,9.68%
03/12/2020,10.85,10.85,11,10.85,433.16M,-9.96%
03/11/2020,12.05,11.75,13.85,11.75,412.41M,-7.66%
03/10/2020,13.05,13.05,13.05,13.05,30.09M,-23.01%
03/09/2020,16.95,16.95,16.95,16.95,53.51M,-9.84%
03/06/2020,18.8,20,20,18.8,85.84M,-6.00%
03/05/2020,20,19.6,20.1,19.7,62.75M,2.04%
03/04/2020,19.6,19.6,19.8,19.15,49.37M,0.00%
03/03/2020,19.6,18.05,19.8,18.25,54.55M,8.59%
03/02/2020,18.05,18.5,18.35,17.95,44.19M,-2.43%
02/28/2020,18.5,19,19,17.3,45.56M,-2.63%
02/27/2020,19,19.05,19.1,19,45.57M,-0.26%
02/26/2020,19.05,19.05,19.1,19,31.01M,0.00%
02/25/2020,19.05,19.1,19.5,18.95,43.32M,-0.26%
02/24/2020,19.1,20,20,19.05,56.15M,-3.78%
02/21/2020,19.85,19.4,20.2,19.4,112.48M,2.32%
02/20/2020,19.4,19.5,19.55,19.35,36.72M,-0.51%
02/19/2020,19.5,19.5,19.6,19.45,40.00M,0.00%
02/18/2020,19.5,19.6,19.6,19.4,48.99M,-0.51%
02/17/2020,19.6,19.65,19.8,19.6,22.45M,-0.25%
02/14/2020,19.65,19.9,19.95,19.65,21.71M,-1.26%
02/13/2020,19.9,20,20,19.65,25.41M,-0.25%
02/12/2020,19.95,20,20.25,19.9,20.71M,-0.25%
02/11/2020,20,19.85,20,19.9,30.24M,0.76%
02/10/2020,19.85,19.8,20,19.8,18.57M,0.25%
02/07/2020,19.8,20,20.1,19.7,58.63M,-1.00%
02/06/2020,20,19.2,21.1,19.2,34.29M,4.17%
02/05/2020,19.2,19.2,19.9,19,98.13M,0.00%
02/04/2020,19.2,19.9,19.65,18.95,68.48M,-3.52%
02/03/2020,19.9,20.85,20.85,19.75,47.52M,-4.56%
01/31/2020,20.85,21.15,21.45,20.8,47.42M,-1.42%
01/30/2020,21.15,21.15,21.35,21.1,23.96M,0.00%
01/29/2020,21.15,21.15,21.2,21,46.57M,0.00%
01/28/2020,21.15,21.45,21.3,21,34.29M,-1.40%
01/27/2020,21.45,21.95,21.95,21.3,45.45M,-2.28%
01/24/2020,21.95,22,22,21.9,11.04M,-0.23%
01/23/2020,22,22,22,21.95,15.23M,0.00%
01/22/2020,22,22.35,22.2,21.5,25.73M,-1.57%
01/21/2020,22.35,22.75,23,22.35,57.81M,-1.76%
01/20/2020,22.75,22.3,22.75,22.3,35.00M,2.02%
01/17/2020,22.3,21.8,22.3,21.7,38.28M,2.29%
01/16/2020,21.8,21.35,21.95,21.45,71.83M,2.11%
01/15/2020,21.35,21.3,21.5,21.2,31.55M,0.23%
01/14/2020,21.3,21.7,21.8,21.25,69.72M,-1.84%
01/13/2020,21.7,21.85,21.9,21.6,39.50M,-0.69%
01/10/2020,21.85,22,22.1,21.8,29.18M,-0.68%
01/09/2020,22,21.8,22,21.5,80.78M,0.92%
01/08/2020,21.8,21,22.2,21.05,86.06M,3.81%
01/07/2020,21,20,21.2,19.9,73.21M,5.00%
01/06/2020,20,19.25,20,19.25,97.11M,3.90%
01/03/2020,19.25,18.7,19.3,18.75,63.54M,2.94%
01/02/2020,18.7,18.6,18.8,18.6,30.91M,0.54%
12/31/2019,18.6,18.5,18.8,18.55,29.79M,0.54%
12/30/2019,18.5,18.4,18.55,18.4,34.68M,0.54%
12/27/2019,18.4,18.15,18.5,18.4,8.69M,1.38%
12/24/2019,18.15,18.3,18.5,18.15,32.16M,-0.82%
12/23/2019,18.3,18.3,18.45,18.2,12.09M,0.00%
12/20/2019,18.3,18.5,18.6,18.3,23.85M,-1.08%
12/19/2019,18.5,18.7,18.7,18.45,27.37M,0.00%
12/18/2019,18.5,18.7,18.7,18.5,31.01M,-1.07%
12/17/2019,18.7,18.75,18.75,18.7,46.64M,-0.27%
12/16/2019,18.75,18.75,18.8,18.7,25.59M,0.00%
12/13/2019,18.75,18.55,18.75,18.6,13.74M,1.08%
12/12/2019,18.55,18.5,18.6,18.5,10.85M,0.27%
12/11/2019,18.5,18.55,18.55,18.4,19.85M,-0.27%
12/10/2019,18.55,18.5,18.6,18.5,11.23M,0.27%
12/09/2019,18.5,18.6,18.6,18.5,24.23M,-0.54%
12/06/2019,18.6,18.7,18.8,18.6,18.92M,-0.53%
12/05/2019,18.7,18.7,18.8,18.65,25.91M,0.00%
12/04/2019,18.7,18.8,18.8,18.7,15.86M,-0.53%
12/03/2019,18.8,18.6,18.8,18.6,18.37M,1.08%
12/02/2019,18.6,18.6,18.9,18.55,21.78M,0.00%
11/29/2019,18.6,18.6,18.7,18.45,27.18M,0.00%
11/28/2019,18.6,18.5,18.7,18.5,10.37M,0.54%
11/27/2019,18.5,18.35,18.55,18.45,22.51M,0.82%
11/26/2019,18.35,18.6,18.9,18.35,24.11M,-1.34%
11/25/2019,18.6,18.65,19.5,18.6,42.34M,-0.27%
11/22/2019,18.65,18.6,18.8,18.6,26.12M,0.27%
11/21/2019,18.6,18.8,18.85,18.6,18.31M,-1.06%
11/20/2019,18.8,18.5,18.85,18.5,24.09M,1.62%
11/19/2019,18.5,18.7,18.7,18.5,21.01M,-1.07%
11/18/2019,18.7,18.85,18.95,18.7,29.54M,-0.80%
11/15/2019,18.85,19.15,20,18.6,71.03M,-1.57%
11/14/2019,19.15,17.8,19.55,17.8,167.92M,7.58%
11/13/2019,17.8,17.4,17.8,17.15,336.61M,2.30%
11/12/2019,17.4,17.15,17.9,17.4,86.55M,1.46%
11/08/2019,17.15,17,17.65,17.1,127.30M,0.88%
11/07/2019,17,17.35,17.35,16.95,52.94M,-2.02%
11/06/2019,17.35,17.35,17.5,17.35,26.46M,0.00%
11/05/2019,17.35,17.15,17.7,17.3,50.43M,1.17%
11/04/2019,17.15,17,17.2,17,45.53M,0.88%
11/01/2019,17,17,17.35,17,76.55M,0.00%
10/31/2019,17,16.95,17.45,16.8,103.69M,0.29%
10/30/2019,16.95,17,17,16.9,14.50M,-0.29%
10/29/2019,17,17,17,16.95,43.06M,0.00%
10/28/2019,17,17,17,16.95,22.01M,0.00%
10/25/2019,17,17,17.1,17,74.49M,0.00%
10/24/2019,17,17,17.2,16.95,24.06M,0.00%
10/23/2019,17,17.25,17.3,17,26.81M,-1.45%
10/22/2019,17.25,17.2,17.45,17.2,357.23M,0.29%
10/21/2019,17.2,17.45,17.45,17.2,12.43M,-1.43%
10/18/2019,17.45,17.7,17.7,17,21.01M,-1.41%
10/17/2019,17.7,17.85,17.9,17.7,11.95M,-0.84%
10/16/2019,17.85,17.9,18,17.85,14.88M,-0.28%
10/15/2019,17.9,17.9,17.95,17.85,11.37M,0.00%
10/14/2019,17.9,17.95,18.1,17.9,8.34M,-0.28%
10/11/2019,17.95,17.95,18,17.95,7.57M,0.00%
10/10/2019,17.95,17.95,18,17.95,17.51M,0.00%
10/09/2019,17.95,18,18,17.9,15.49M,-0.28%
10/08/2019,18,18,18.2,18,60.92M,0.00%
10/07/2019,18,18,18,17.95,6.87M,0.00%
10/04/2019,18,18.25,18.25,18,6.29M,-1.37%
10/03/2019,18.25,18.4,18.6,18.1,7.89M,-0.82%
10/02/2019,18.4,18.7,18.7,18.4,9.41M,-1.60%
09/30/2019,18.7,18.5,18.95,18.55,4.73M,1.08%
09/27/2019,18.5,18.35,19,18.5,3.71M,0.82%
09/26/2019,18.35,18.3,18.45,18.3,6.03M,0.27%
09/25/2019,18.3,18.55,18.6,18.1,16.56M,-1.35%
09/24/2019,18.55,19,18.8,18.55,6.48M,-2.37%
09/23/2019,19,18.7,19,18.65,4.50M,1.60%
09/20/2019,18.7,19,19.1,18.7,14.55M,-1.58%
09/19/2019,19,19.35,19.5,19,6.85M,-1.81%
09/18/2019,19.35,18.8,19.5,19.1,13.94M,2.93%
09/17/2019,18.8,19.1,19.2,18.8,19.99M,-1.57%
09/16/2019,19.1,19.05,19.6,19.05,15.75M,0.26%
09/13/2019,19.05,18.7,19.05,18.7,22.52M,1.87%
09/12/2019,18.7,18.25,18.9,18.1,5.63M,2.47%
09/11/2019,18.25,18.2,18.4,18.15,11.30M,0.27%
09/10/2019,18.2,18,18.3,18,40.30M,1.11%
09/09/2019,18,18,18,17.7,6.71M,0.00%
09/06/2019,18,17.35,18,17.35,31.36M,3.75%
09/05/2019,17.35,17.5,17.55,17.35,8.96M,-0.86%
09/04/2019,17.5,17.5,17.7,17.45,27.50M,0.00%
09/03/2019,17.5,17.55,18.1,17.45,14.24M,-0.28%
09/02/2019,17.55,17.2,18.9,17.35,16.15M,2.03%
08/30/2019,17.2,18.05,17.85,17.1,9.26M,-6.27%
08/29/2019,18.35,18.5,18.75,18.35,19.09M,-0.81%
08/28/2019,18.5,19,18.6,18.4,7.57M,-2.63%
08/27/2019,19,18.7,19,18.5,11.88M,1.60%
08/26/2019,18.7,18.6,18.7,18.5,18.65M,0.54%
08/23/2019,18.6,18,19.45,18.45,17.05M,3.33%
08/22/2019,18,17.5,18.1,17.8,54.31M,2.86%
08/21/2019,17.5,17.4,17.65,17.5,34.56M,0.57%
08/20/2019,17.4,17,17.55,17.15,34.11M,2.35%
08/19/2019,17,16.6,17,16.7,26.72M,2.41%
08/16/2019,16.6,16.25,16.9,16.4,19.35M,2.15%
08/15/2019,16.25,16.2,16.4,16.25,18.33M,0.31%
08/14/2019,16.2,16.35,16.5,16,34.72M,-0.92%
08/09/2019,16.35,16.8,17,16.35,35.00M,-2.68%
08/08/2019,16.8,17.75,17.65,16.8,39.04M,-5.35%
08/07/2019,17.75,18,17.95,17.7,8.34M,-1.39%
08/06/2019,18,18.25,18.2,17.9,10.94M,-1.37%
08/05/2019,18.25,18.3,18.3,18.15,19.41M,-0.27%
08/02/2019,18.3,18.3,18.4,18.2,16.95M,0.00%
08/01/2019,18.3,18.3,18.45,18.3,11.59M,0.00%
07/31/2019,18.3,18.4,18.45,18.3,39.14M,-0.54%
07/30/2019,18.4,18.45,18.5,18.3,14.97M,-0.27%
07/29/2019,18.45,18.5,18.55,18.45,11.26M,-0.27%
07/26/2019,18.5,18.5,18.5,18.45,12.15M,0.00%
07/25/2019,18.5,18.6,18.7,18.45,10.25M,-0.54%
07/24/2019,18.6,18.5,18.75,18.6,22.89M,0.54%
07/23/2019,18.5,18.4,18.7,18.45,12.57M,0.54%
07/22/2019,18.4,18.5,18.5,18.35,16.01M,-0.54%
07/19/2019,18.5,18.5,19.8,18.4,15.89M,0.00%
07/18/2019,18.5,18.6,18.65,18.5,21.27M,-0.54%
07/17/2019,18.6,18.7,18.7,18.6,13.28M,-0.80%
07/16/2019,18.75,18.8,18.8,18.5,10.97M,-0.27%
07/15/2019,18.8,19,18.95,18.7,7.78M,-1.05%
07/12/2019,19,19.1,19.6,18.9,17.36M,-0.52%
07/11/2019,19.1,19.2,19.7,19.05,21.13M,-0.52%
07/10/2019,19.2,19.2,19.3,19.1,45.13M,0.00%
07/09/2019,19.2,19.2,19.2,18.95,48.52M,0.00%
07/08/2019,19.2,19.35,19.3,19.1,14.71M,-0.78%
07/05/2019,19.35,19.5,19.5,19.3,23.11M,-0.77%
07/04/2019,19.5,19.25,19.55,19.1,12.00M,1.30%
07/03/2019,19.25,19.45,19.7,19,28.19M,-1.03%
07/02/2019,19.45,19.6,19.65,19.45,22.34M,-0.77%
07/01/2019,19.6,19.8,19.8,19.55,8.55M,-1.01%
06/28/2019,19.8,19.85,19.9,19.8,18.25M,-0.25%
06/27/2019,19.85,20,20,19.85,23.34M,-0.75%
06/26/2019,20,19.95,20.05,19.85,8.99M,0.25%
06/25/2019,19.95,20.2,20.2,19.95,22.20M,-0.25%
06/24/2019,20,20,20.05,19.95,355.21M,0.00%
06/21/2019,20,20,20,19.95,29.65M,0.00%
06/20/2019,20,20.2,20.25,20,19.87M,-0.99%
06/19/2019,20.2,20.25,20.25,20.1,5.08M,-0.25%
06/18/2019,20.25,20.2,20.25,20,409.97M,0.25%
06/17/2019,20.2,20,20.2,20.15,15.64M,1.00%
06/14/2019,20,20.1,20.2,20,6.46M,-0.50%
06/13/2019,20.1,20.15,20.1,19.9,33.99M,-0.25%
06/11/2019,20.15,20.25,20.25,20.1,28.16M,-0.49%
06/10/2019,20.25,20.35,20.4,20.2,70.25M,-0.49%
06/07/2019,20.35,20.4,20.5,20.2,30.38M,-0.25%
06/06/2019,20.4,20.25,20.5,20.35,36.02M,0.74%
06/03/2019,20.25,20.1,20.35,20.15,8.84M,0.75%
05/31/2019,20.1,20.55,20.6,20.1,11.21M,-2.19%
05/30/2019,20.55,20.95,21.5,20.4,39.11M,-1.91%
05/28/2019,20.95,19.2,20.95,19.15,52.10M,9.11%
05/27/2019,19.2,19,19.5,19.05,8.73M,1.05%
05/24/2019,19,18.8,19.35,18.9,31.69M,1.06%
05/23/2019,18.8,19,19,18.7,33.49M,-1.05%
05/22/2019,19,19.5,19.65,19,29.47M,-2.56%
05/21/2019,19.5,19.65,19.75,19.5,19.48M,-0.76%
05/20/2019,19.65,19.6,19.75,19.5,12.70M,0.26%
05/17/2019,19.6,19.8,19.9,19.5,17.59M,0.26%
05/16/2019,19.55,20,20,19.55,16.41M,-2.25%
05/15/2019,20,20,20.05,19.95,12.78M,0.00%
05/14/2019,20,19.7,20.1,19.6,27.02M,1.52%
05/13/2019,19.7,20,20.1,19.65,11.15M,-1.50%
05/10/2019,20,20,20.25,19.95,16.64M,0.00%
05/09/2019,20,20.45,20.4,20,28.61M,-2.20%
05/08/2019,20.45,20.55,20.8,20.4,32.22M,-0.49%
05/07/2019,20.55,20.9,20.9,20.55,22.11M,-1.67%
05/06/2019,20.9,21,21.15,20.6,10.49M,-0.48%
05/03/2019,21,21.2,21.2,20.95,16.98M,-0.94%
05/02/2019,21.2,21.3,21.35,21.15,6.74M,-0.47%
04/30/2019,21.3,21.1,21.3,21.1,25.12M,0.95%
04/29/2019,21.1,21.35,21.5,21.05,14.04M,-1.17%
04/26/2019,21.35,21.45,21.6,21.25,11.26M,-0.47%
04/25/2019,21.45,21.35,21.5,21.3,19.61M,0.47%
04/24/2019,21.35,20.9,21.4,20.9,25.77M,2.15%
04/23/2019,20.9,20.9,21,20.9,24.68M,0.00%
04/18/2019,20.9,20.9,21,20.9,27.42M,0.00%
04/17/2019,20.9,20.9,21.5,20.9,16.31M,0.00%
04/16/2019,20.9,20.5,21.7,20.9,6.10M,1.95%
04/15/2019,20.5,20.45,20.5,20.45,5.58M,0.24%
04/12/2019,20.45,20.45,20.6,20.4,29.32M,0.00%
04/11/2019,20.45,20.6,20.65,20.4,45.37M,-0.73%
04/10/2019,20.6,20.15,21.05,20.2,11.67M,2.23%
04/09/2019,20.15,20.2,20.3,20.1,23.35M,-0.25%
04/08/2019,20.2,20.35,20.35,20.15,26.64M,-0.74%
04/05/2019,20.35,20.5,20.5,20.3,33.01M,-0.73%
04/04/2019,20.5,20.4,20.5,20.3,31.94M,0.49%
04/03/2019,20.4,21.3,21.45,20.25,35.70M,-4.23%
04/02/2019,21.3,21.9,21.9,21,31.99M,-2.74%
04/01/2019,21.9,21.8,21.9,21.75,7.72M,0.46%
03/29/2019,21.8,21.8,21.95,21.75,25.75M,0.00%
03/28/2019,21.8,22,21.85,21.7,9.52M,-0.91%
03/27/2019,22,21.7,22,21.7,27.93M,1.38%
03/26/2019,21.7,21.5,21.95,21.65,6.33M,0.93%
03/25/2019,21.5,22.05,22.1,21.5,28.64M,-2.49%
03/22/2019,22.05,22,22.1,22,21.05M,0.23%
03/21/2019,22,22.2,22.5,21.85,30.75M,-0.90%
03/20/2019,22.2,21.95,22.2,21.8,22.45M,1.14%
03/19/2019,21.95,21.9,22,21.7,22.15M,0.23%
03/18/2019,21.9,22,22,21.75,27.58M,-0.45%
03/15/2019,22,22.2,23.5,21.7,39.60M,-0.90%
03/14/2019,22.2,22.4,22.4,22,80.78M,-0.89%
03/13/2019,22.4,22.55,22.4,21.2,14.59M,-0.67%
03/12/2019,22.55,22.75,22.75,22.4,46.46M,-0.88%
03/11/2019,22.75,22.45,22.95,22.5,21.30M,-8.82%
03/08/2019,24.95,24.6,25,24.7,46.69M,1.42%
03/07/2019,24.6,24.5,24.85,24.55,34.81M,0.41%
03/06/2019,24.5,24.7,24.75,24.45,45.37M,-0.81%
03/05/2019,24.7,24.5,25.2,24.45,24.40M,0.82%
03/04/2019,24.5,23.95,24.85,23.95,28.87M,2.30%
03/01/2019,23.95,23.9,24.35,23.9,64.51M,0.21%
02/28/2019,23.9,24.9,25,23.9,22.11M,-4.02%
02/27/2019,24.9,25.8,26.1,24.85,9.76M,-3.49%
02/26/2019,25.8,26.2,26.2,25.6,14.54M,-0.77%
02/25/2019,26,25.75,26.2,25.65,12.95M,0.97%
02/22/2019,25.75,25.3,25.75,25.4,4.35M,1.78%
02/21/2019,25.3,25.8,25.9,25.3,15.67M,-1.94%
02/20/2019,25.8,25.35,26,25.6,16.80M,1.78%
02/19/2019,25.35,24,25.4,24,37.34M,5.63%
02/18/2019,24,24.75,24.6,23.7,15.68M,-3.03%
02/15/2019,24.75,24.75,25,24.75,37.51M,0.00%
02/14/2019,24.75,24.9,24.9,24.7,40.29M,-0.60%
02/13/2019,24.9,25,25.1,24.7,44.09M,-0.40%
02/12/2019,25,24.95,26.85,24.95,63.18M,0.20%
02/11/2019,24.95,24.4,25,24.4,46.51M,2.25%
02/08/2019,24.4,24.45,25.75,24.4,147.03M,-0.20%
02/07/2019,24.45,22.8,24.45,23,63.43M,7.24%
02/06/2019,22.8,22.75,23,22.75,55.74M,0.22%
02/05/2019,22.75,22.9,22.9,22.75,20.74M,-0.66%
02/04/2019,22.9,22.95,23,22.8,10.91M,-0.22%
02/01/2019,22.95,22.5,23,22.7,7.38M,2.00%
01/31/2019,22.5,23,23,22.5,27.60M,-2.17%
01/30/2019,23,22.95,23.05,22.9,56.37M,0.22%
01/29/2019,22.95,23.45,23.3,22.95,14.89M,-2.13%
01/28/2019,23.45,23,23.45,22,17.57M,1.96%
01/25/2019,23,22.15,23,22.15,35.71M,3.84%
01/24/2019,22.15,22,22.25,22,36.47M,0.68%
01/23/2019,22,21.8,22,21.8,31.00M,0.92%
01/22/2019,21.8,21.5,22,21.5,10.89M,1.40%
01/21/2019,21.5,21.5,21.9,21.45,26.11M,0.00%
01/18/2019,21.5,21.7,21.5,21.3,49.70M,-0.92%
01/17/2019,21.7,21.95,21.95,21.4,19.83M,-1.14%
01/16/2019,21.95,21.95,22.25,21.95,16.23M,0.00%
01/15/2019,21.95,21.8,22,21.8,21.13M,0.69%
01/14/2019,21.8,21.85,21.85,21.75,12.32M,-0.23%
01/11/2019,21.85,21.6,21.9,21.5,18.98M,1.16%
01/10/2019,21.6,21,21.8,21,24.00M,2.86%
01/09/2019,21,20.3,21,20,25.82M,3.45%
01/08/2019,20.3,21.3,21.95,20.1,32.84M,-4.69%
01/07/2019,21.3,21.7,23,21.3,19.75M,-1.84%
01/04/2019,21.7,22.7,22.5,21.2,26.31M,-4.41%
01/03/2019,22.7,23.05,23,22.55,7.41M,-1.52%
01/02/2019,23.05,23.05,23.1,23,17.96M,0.00%
12/31/2018,23.05,23.3,23.45,23,36.43M,0.22%
12/28/2018,23,23.3,23.3,23,39.61M,-1.29%
12/27/2018,23.3,23,23.35,23,27.93M,1.30%
12/24/2018,23,22.7,23.6,22.95,9.49M,1.32%
12/21/2018,22.7,22.55,23.5,22.55,24.94M,0.67%
12/20/2018,22.55,22.6,22.6,22.3,37.29M,-0.22%
12/19/2018,22.6,22.9,22.9,22.5,51.90M,-1.31%
12/18/2018,22.9,22.9,23,22.85,102.39M,0.00%
12/17/2018,22.9,23,23,22.9,4.89M,-0.43%
12/14/2018,23,23,23,23,11.20M,0.00%
12/13/2018,23,23.05,23.1,23,17.65M,-0.22%
12/12/2018,23.05,23.15,24,23,55.34M,-0.43%
12/11/2018,23.15,23.05,23.35,23,58.30M,0.43%
12/10/2018,23.05,23.55,23.95,23.05,8.92M,-2.12%
12/07/2018,23.55,23.5,23.6,23.1,11.06M,0.21%
12/06/2018,23.5,23.85,23.7,23.5,6.76M,-1.47%
12/05/2018,23.85,24,24,23.85,1.71M,-0.62%
12/04/2018,24,23.6,24,23.75,5.43M,1.69%
12/03/2018,23.6,23.2,23.85,23.35,19.24M,1.72%
11/30/2018,23.2,23,23.25,23,20.08M,0.87%
11/29/2018,23,23.25,23.5,23,22.29M,-1.08%
11/28/2018,23.25,23.6,23.8,23.05,5.51M,-1.48%
11/27/2018,23.6,23.95,23.95,23.6,3.62M,-1.46%
11/26/2018,23.95,24,24.05,23.95,14.48M,-0.21%
11/23/2018,24,24.15,24.1,23.95,13.80M,-0.62%
11/22/2018,24.15,24,24.25,24,605.54M,0.62%
11/21/2018,24,24.1,24.15,24,23.99M,-0.41%
11/19/2018,24.1,24,24.15,24,4.78M,0.42%
11/16/2018,24,23.3,24.05,23.4,9.81M,3.00%
11/15/2018,23.3,24.05,24,23.2,9.25M,-3.12%
11/14/2018,24.05,24.25,24.25,24,20.72M,-0.82%
11/13/2018,24.25,24,24.25,24,6.32M,1.04%
11/12/2018,24,24.4,24.4,24,11.74M,-1.64%
11/09/2018,24.4,24.3,24.4,24.25,10.06M,0.41%
11/08/2018,24.3,24,24.3,24.1,2.16M,1.25%
11/07/2018,24,23.85,24,23.85,288.27M,0.63%
11/06/2018,23.85,23.7,23.9,23.75,10.13M,0.63%
11/05/2018,23.7,23.55,23.9,23.5,6.99M,0.64%
11/02/2018,23.55,23.2,23.6,23.45,4.11M,1.51%
11/01/2018,23.2,23.5,23.5,23,24.37M,-1.28%
10/31/2018,23.5,23.7,23.7,23,29.56M,-0.84%
10/30/2018,23.7,24.45,24.5,23.6,10.87M,-3.07%
10/29/2018,24.45,24,24.5,24,28.43M,1.88%
10/26/2018,24,24,24.05,23.9,14.09M,0.00%
10/25/2018,24,24.2,24.3,24,24.50M,-0.83%
10/24/2018,24.2,24,24.2,24,5.47M,0.83%
10/23/2018,24,24,24.05,23.95,13.28M,0.00%
10/22/2018,24,22.9,24,23,5.82M,4.80%
10/19/2018,22.9,22.55,22.9,22.55,8.55M,1.55%
10/18/2018,22.55,22.45,22.7,22.4,37.17M,0.45%
10/17/2018,22.45,22.7,22.75,22.45,87.05M,-1.10%
10/16/2018,22.7,22.35,22.7,22.5,17.27M,1.57%
10/15/2018,22.35,22.2,22.6,22.25,4.33M,0.68%
10/12/2018,22.2,22.05,22.2,22.05,13.63M,0.68%
10/11/2018,22.05,22,22.2,22,6.14M,0.23%
10/10/2018,22,21.9,22.1,22,6.92M,0.46%
10/09/2018,21.9,21.75,22,21.75,6.62M,0.69%
10/08/2018,21.75,21.55,21.95,21.6,5.78M,0.93%
10/05/2018,21.55,22.4,22.5,21.55,12.35M,-3.79%
10/04/2018,22.4,21.8,22.5,22,4.39M,2.75%
10/03/2018,21.8,21.5,21.8,21.7,6.71M,1.40%
10/02/2018,21.5,21.5,21.5,21.45,15.57M,0.00%
09/28/2018,21.5,21.5,21.5,21.3,11.35M,0.00%
09/27/2018,21.5,21.4,21.6,21.4,11.43M,0.47%
09/26/2018,21.4,20.45,21.5,21,12.34M,4.65%
09/25/2018,20.45,21,21.85,20.3,43.28M,-2.62%
09/24/2018,21,20.8,21.85,21,5.81M,0.96%
09/21/2018,20.8,20.65,21,20.65,82.47M,0.73%
09/20/2018,20.65,20.75,20.7,20.6,20.73M,-0.48%
09/19/2018,20.75,20.75,20.75,20.25,24.17M,0.00%
09/18/2018,20.75,20.25,20.75,20.2,16.43M,2.47%
09/17/2018,20.25,20.05,20.3,20.2,10.33M,1.00%
09/14/2018,20.05,19.6,20.5,19.7,51.81M,2.30%
09/13/2018,19.6,19.7,20,19.6,25.86M,-0.51%
09/12/2018,19.7,19.9,19.9,19.65,16.95M,-1.01%
09/11/2018,19.9,20.5,20.55,19.9,11.69M,-2.93%
09/10/2018,20.5,20.9,20.65,20.5,6.64M,-1.91%
09/07/2018,20.9,21,21,20.7,19.68M,-0.48%
09/06/2018,21,21.45,21.4,20.8,9.91M,-2.10%
09/05/2018,21.45,21.9,21.5,21.4,2.38M,-2.05%
09/04/2018,21.9,21.35,21.9,21.3,7.81M,2.58%
09/03/2018,21.35,21,21.5,21.2,5.88M,1.67%
08/31/2018,21,21.65,21.55,20.4,47.77M,-3.00%
08/30/2018,21.65,22,22,21.65,5.47M,-1.59%
08/29/2018,22,22.2,22.35,22,8.30M,-0.90%
08/28/2018,22.2,22,22.3,22.1,7.42M,0.91%
08/27/2018,22,21.95,22.1,22,10.47M,0.23%
08/24/2018,21.95,21.85,21.95,21.7,13.34M,0.46%
08/23/2018,21.85,21.85,22.2,21.85,25.99M,0.00%
08/20/2018,21.85,22.55,22.15,21.65,36.66M,-4.38%
08/17/2018,22.85,22.95,22.95,22.75,15.87M,-0.44%
08/16/2018,22.95,23,23,22.9,17.35M,-0.22%
08/15/2018,23,23.5,23.5,23,22.39M,-2.13%
08/14/2018,23.5,23.45,23.5,23.35,5.72M,0.21%
08/13/2018,23.45,23.6,23.6,23.4,12.42M,-0.64%
08/10/2018,23.6,23.6,23.65,23.55,11.83M,0.00%
08/09/2018,23.6,23.75,23.75,23.55,19.92M,-0.63%
08/08/2018,23.75,23.75,23.8,23.7,7.86M,0.00%
